# Date:     2025-09-16 18:17:56
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-LMC-CEP-0120	1	04:49:19.16	-68:28:28.2	17.014	17.728	0.714	0.7471345	0.0000013	6000.17472	0.187	0.187	3.567	0.116	1.275	-99.99	LMC141.4.12246	LMC532.07.6820	-99.99	
OGLE-LMC-CEP-0121	1	04:49:20.22	-69:56:58.2	14.693	15.424	0.731	3.5330125	0.0000241	6003.19155	0.209	0.135	3.468	0.063	0.592	-99.99	LMC136.7.56	LMC530.30.9450	-99.99	
OGLE-LMC-CEP-0122	F	04:49:21.03	-67:52:18.3	16.652	17.285	0.633	1.2929953	0.0000010	6000.35916	0.444	0.446	4.169	0.264	2.134	-99.99	LMC140.4.318	LMC532.24.6143	-99.99	
OGLE-LMC-CEP-0123	F	04:49:22.43	-69:09:01.8	14.904	15.940	1.036	6.8885387	0.0000261	6003.98626	0.482	0.356	5.323	0.198	3.598	-99.99	LMC142.3.14404	LMC531.23.8890	-99.99	
OGLE-LMC-CEP-0124	1	04:49:25.30	-69:07:50.4	15.923	16.634	0.711	1.5152210	0.0000023	6000.86766	0.311	0.213	4.271	0.067	2.524	-99.99	LMC142.3.14614	LMC531.23.8917	-99.99	
OGLE-LMC-CEP-0125	1	04:49:32.09	-67:47:37.0	14.871	15.506	0.635	2.7162844	0.0000092	6002.69925	0.195	0.093	4.852	0.000	-99.99	-99.99	LMC140.4.70	LMC532.24.9121	-99.99	
OGLE-LMC-CEP-0126	F	04:49:33.99	-66:58:33.0	14.375	15.296	0.921	7.6992572	0.0001043	6003.44257	0.190	0.216	5.592	0.019	3.721	-99.99	LMC138.7.5900	LMC533.15.8027	-99.99	
OGLE-LMC-CEP-0127	1	04:49:36.01	-70:37:11.5	15.205	15.836	0.631	2.2385252	0.0000051	6001.31672	0.229	0.134	4.695	0.025	3.448	-99.99	LMC137.8.49	LMC530.13.7811	-99.99	
OGLE-LMC-CEP-0128	F	04:49:41.74	-70:37:38.1	15.246	16.021	0.775	3.8457511	0.0000065	6000.28485	0.460	0.435	4.665	0.224	3.116	-99.99	LMC137.8.52	LMC530.13.7809	DV11	
OGLE-LMC-CEP-0129	1	04:49:44.00	-69:35:55.4	15.506	-99.99	-99.99	1.9095938	0.0000254	6001.14299	0.227	0.106	4.069	0.087	5.393	-99.99	LMC136.5.122	LMC531.13.368D	-99.99	
OGLE-LMC-CEP-0130	F	04:49:44.13	-69:12:54.8	16.535	-99.99	-99.99	3.4120477	0.0000292	6003.40038	0.485	0.445	4.591	0.240	2.964	-99.99	LMC142.3.14645	LMC531.23.379D	-99.99	
OGLE-LMC-CEP-0131	F	04:49:45.04	-68:52:48.0	15.661	16.470	0.809	2.8694980	0.0000083	6001.84271	0.401	0.441	4.559	0.215	2.850	-99.99	LMC141.1.12925	LMC531.31.3618	-99.99	
OGLE-LMC-CEP-0132	F	04:49:45.65	-69:04:22.7	15.710	-99.99	-99.99	3.0610615	0.0000288	6001.93067	0.358	0.426	4.599	0.197	2.878	-99.99	LMC135.5.24	LMC531.23.3465D	-99.99	
OGLE-LMC-CEP-0133	1	04:49:46.65	-66:55:42.3	15.863	16.488	0.625	1.3839965	0.0000024	6000.96398	0.311	0.236	4.078	0.070	1.848	-99.99	LMC138.2.57	LMC533.15.8096	-99.99	secondary period 0.845056 d
OGLE-LMC-CEP-0134	1	04:49:51.15	-70:36:53.0	14.828	15.495	0.667	3.2425557	0.0000214	6000.42607	0.216	0.093	3.513	0.058	0.271	-99.99	LMC137.8.9168	LMC530.13.7813	-99.99	
OGLE-LMC-CEP-0135	2	04:49:53.06	-68:58:14.8	16.703	17.269	0.566	0.5894102	0.0000050	6000.26067	0.040	0.000	-99.99	0.000	-99.99	-99.99	LMC135.5.15679	LMC531.30.20812	-99.99	
OGLE-LMC-CEP-0136	12	04:49:53.46	-69:09:00.0	16.156	17.008	0.852	1.4401088	0.0000047	6000.90373	0.240	0.193	4.284	0.053	2.212	-99.99	LMC135.6.14664	LMC531.22.28676	-99.99	
OGLE-LMC-CEP-0137	F	04:49:53.77	-69:45:16.4	-99.99	13.351	-99.99	27.1006309	0.0007566	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	LMC136.6.8726	-99.99	-99.99	
OGLE-LMC-CEP-0138	F	04:49:55.62	-68:54:54.4	15.946	16.738	0.792	2.3754308	0.0000040	6000.60196	0.416	0.459	4.438	0.239	2.727	-99.99	LMC141.1.12938	LMC531.30.20803	-99.99	
OGLE-LMC-CEP-0139	F	04:49:57.14	-69:07:38.0	14.142	15.039	0.897	9.7736415	0.0000592	6008.06189	0.448	0.089	5.408	0.134	0.734	-99.99	LMC135.6.14648	LMC531.22.28659	-99.99	
OGLE-LMC-CEP-0140	F	04:49:57.59	-67:41:37.6	15.722	16.413	0.691	2.4202552	0.0000022	6000.04698	0.455	0.468	4.405	0.247	2.675	-99.99	LMC139.1.95	LMC532.31.11514	LMV1533 HV12729	
OGLE-LMC-CEP-0141	1	04:49:58.06	-67:57:03.3	15.322	15.881	0.559	1.8764730	0.0000048	6000.82154	0.237	0.170	4.461	0.019	2.902	-99.99	LMC140.3.12351	LMC532.23.17289	-99.99	
OGLE-LMC-CEP-0142	F	04:49:59.70	-69:47:06.3	15.330	16.167	0.837	3.7719620	0.0000219	6003.42019	0.379	0.404	4.667	0.188	3.116	-99.99	LMC136.6.62	LMC531.05.26018	-99.99	
OGLE-LMC-CEP-0143	1	04:49:59.98	-67:55:28.6	15.986	16.635	0.649	1.4335438	0.0000037	6000.40133	0.188	0.178	4.450	0.023	2.623	-99.99	LMC140.3.12403	LMC532.23.17316	-99.99	
OGLE-LMC-CEP-0144	1	04:50:00.50	-66:43:54.1	13.705	14.645	0.940	4.6189842	0.0000499	6003.99057	0.072	0.147	3.999	0.000	-99.99	-99.99	LMC138.3.4	LMC533.24.13	-99.99	
OGLE-LMC-CEP-0145	1	04:50:01.46	-68:35:16.2	15.317	16.061	0.744	2.5170278	0.0000078	6001.63572	0.215	0.039	4.294	0.019	6.232	-99.99	LMC141.3.13743	LMC532.06.21510	-99.99	secondary period 1.537832 d
OGLE-LMC-CEP-0146	12	04:50:02.57	-67:31:28.0	16.306	16.818	0.512	0.8840549	0.0000023	6000.77326	0.295	0.238	3.900	0.097	1.431	-99.99	LMC139.2.78	LMC532.31.17426	-99.99	
OGLE-LMC-CEP-0147	F	04:50:03.19	-68:15:34.9	-99.99	13.478	-99.99	22.2630923	0.0037557	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	LMC140.1.17934	-99.99	-99.99	
OGLE-LMC-CEP-0148	1	04:50:04.15	-70:37:14.8	14.291	15.003	0.712	4.6457612	0.0000347	6000.45398	0.228	0.216	4.465	0.084	1.958	-99.99	LMC137.8.9149	LMC530.12.12802	-99.99	
OGLE-LMC-CEP-0149	F	04:50:09.58	-69:39:39.7	15.696	16.534	0.838	3.0792302	0.0000058	6002.55862	0.394	0.420	4.545	0.202	2.823	-99.99	LMC136.5.150	LMC531.05.37454	-99.99	
OGLE-LMC-CEP-0150	1	04:50:09.75	-70:30:53.9	15.528	16.151	0.623	1.7669312	0.0000031	6001.34329	0.280	0.217	4.386	0.047	2.794	-99.99	LMC137.7.9741	LMC530.21.11407	-99.99	
OGLE-LMC-CEP-0151	F	04:50:14.34	-68:49:28.1	14.162	15.133	0.971	9.3645147	0.0000877	6006.23152	0.204	0.203	6.129	0.035	4.954	-99.99	LMC141.1.12817	LMC531.30.30626	-99.99	
OGLE-LMC-CEP-0152	F	04:50:15.61	-68:59:52.9	15.054	-99.99	-99.99	3.6938683	0.0000176	6002.36312	0.182	0.289	4.678	0.105	3.050	-99.99	LMC135.5.15635	LMC531.22.3705D	-99.99	
OGLE-LMC-CEP-0153	1	04:50:17.40	-68:47:50.8	15.756	16.549	0.793	1.9526319	0.0000074	6001.77639	0.133	0.108	5.202	0.033	5.071	-99.99	LMC141.2.12769	LMC531.30.30638	-99.99	
OGLE-LMC-CEP-0154	F	04:50:17.80	-68:53:56.1	15.217	16.003	0.786	4.1646485	0.0000083	6003.38161	0.461	0.430	4.805	0.200	3.316	-99.99	LMC141.1.12866	LMC531.30.25077	-99.99	
OGLE-LMC-CEP-0155	F	04:50:19.00	-69:43:02.2	13.852	14.622	0.770	9.8496665	0.0000495	6006.49871	0.394	0.195	5.040	0.110	3.813	-99.99	LMC136.6.23	LMC531.05.31431	HV12474	
OGLE-LMC-CEP-0156	1	04:50:20.14	-69:19:49.7	15.429	16.272	0.843	2.2390123	0.0000057	6001.67720	0.173	0.093	4.451	0.000	-99.99	-99.99	LMC135.7.17321	LMC531.13.36282	-99.99	
OGLE-LMC-CEP-0157	1	04:50:23.08	-67:11:48.3	15.428	16.003	0.575	1.7749615	0.0000055	6000.41429	0.158	0.114	4.785	0.000	-99.99	-99.99	LMC139.4.21	LMC533.07.8187	-99.99	
OGLE-LMC-CEP-0158	F	04:50:23.41	-69:09:17.4	14.545	15.492	0.947	7.2298325	0.0000193	6000.08705	0.546	0.388	5.070	0.200	3.092	-99.99	LMC135.6.14657	LMC531.22.28656	LMV1805 HV12461	
OGLE-LMC-CEP-0159	F	04:50:26.54	-70:33:27.5	14.727	15.532	0.805	5.4639151	0.0000197	6004.09438	0.371	0.391	4.825	0.158	3.414	-99.99	LMC137.7.9719	LMC530.12.15023	HV12406	
OGLE-LMC-CEP-0160	F	04:50:27.60	-69:07:56.6	14.756	15.774	1.018	3.2013176	0.0000055	6000.10520	0.262	0.486	4.444	0.282	2.684	-99.99	LMC135.6.14659	LMC531.22.28658	-99.99	
OGLE-LMC-CEP-0161	F	04:50:29.05	-68:06:53.8	15.730	16.329	0.599	2.1149438	0.0000020	6000.36548	0.671	0.505	4.195	0.296	2.381	-99.99	LMC140.2.12948	LMC532.14.11820	-99.99	
OGLE-LMC-CEP-0162	F	04:50:30.83	-69:30:14.9	14.735	15.445	0.710	5.0243717	0.0000091	6001.75496	0.454	0.339	4.517	0.115	2.615	-99.99	LMC135.8.15	LMC531.13.26252	HV12472	
OGLE-LMC-CEP-0163	F	04:50:32.68	-68:12:49.6	15.144	15.797	0.653	3.4413496	0.0000044	6001.44031	0.563	0.449	4.546	0.259	2.818	-99.99	LMC140.2.12887	LMC532.14.7986	-99.99	
OGLE-LMC-CEP-0164	F	04:50:35.98	-68:44:31.2	15.690	16.476	0.786	2.7808997	0.0000040	6002.76015	0.439	0.439	4.430	0.223	2.682	-99.99	LMC141.2.12795	LMC531.30.35699	-99.99	
OGLE-LMC-CEP-0165	F	04:50:37.75	-69:10:26.0	15.491	16.294	0.803	3.2277115	0.0000046	6000.63544	0.520	0.447	4.544	0.248	2.841	-99.99	LMC135.6.18069	LMC531.22.23742	-99.99	
OGLE-LMC-CEP-0166	F	04:50:38.04	-70:34:31.7	15.361	16.062	0.701	3.1462898	0.0000044	6002.86331	0.601	0.467	4.459	0.270	2.648	-99.99	LMC137.7.9756	LMC530.12.15021	HV12408	
OGLE-LMC-CEP-0167	F	04:50:41.96	-69:01:53.0	13.568	14.452	0.884	12.5108516	0.0000736	6011.05209	0.398	0.031	6.007	0.167	0.501	-99.99	LMC135.5.3809	LMC531.22.15128	-99.99	
OGLE-LMC-CEP-0168	F	04:50:43.72	-69:31:44.7	16.253	17.009	0.756	1.7544103	0.0000024	6001.54035	0.411	0.436	4.271	0.243	2.383	-99.99	LMC135.8.2941	LMC531.13.4676	-99.99	
OGLE-LMC-CEP-0169	F	04:50:48.64	-69:05:07.0	14.774	15.677	0.903	5.7768046	0.0000154	6005.19086	0.441	0.419	4.977	0.143	3.524	-99.99	LMC135.5.3822	LMC531.22.9905	-99.99	
OGLE-LMC-CEP-0170	F	04:50:48.99	-69:07:04.8	15.417	16.288	0.871	3.9895888	0.0000052	6000.74737	0.617	0.492	4.837	0.277	3.508	-99.99	LMC135.6.18056	LMC531.22.9916	-99.99	
OGLE-LMC-CEP-0171	F	04:50:50.55	-69:15:22.2	15.439	16.231	0.792	3.4122045	0.0000054	6002.76481	0.480	0.451	4.621	0.241	2.975	-99.99	LMC135.7.20883	LMC531.22.25	-99.99	
OGLE-LMC-CEP-0172	F	04:50:50.57	-69:05:28.3	15.846	16.669	0.823	2.5161247	0.0000034	6002.17750	0.480	0.473	4.460	0.257	2.722	-99.99	LMC135.5.3844	LMC531.22.9961	-99.99	
OGLE-LMC-CEP-0173	F	04:50:51.44	-66:59:56.7	15.591	16.407	0.816	3.0727919	0.0000075	6001.95402	0.444	0.441	4.561	0.237	2.832	-99.99	LMC138.2.103	LMC533.15.44	-99.99	
OGLE-LMC-CEP-0174	F	04:50:52.44	-69:18:56.0	13.666	14.739	1.073	15.8633946	0.0001107	6005.81330	0.471	0.125	4.628	0.145	1.784	-99.99	LMC135.7.20856	LMC531.13.17275	HV12471	
OGLE-LMC-CEP-0175	F	04:50:54.08	-69:31:41.6	15.453	16.161	0.708	3.0040744	0.0000040	6001.88118	0.683	0.485	4.423	0.302	2.567	-99.99	LMC135.8.2908	LMC531.13.4649	HV12476	
OGLE-LMC-CEP-0176	F	04:50:55.68	-68:53:40.3	15.608	16.356	0.748	2.7567083	0.0000027	6001.85287	0.514	0.477	4.468	0.259	2.719	-99.99	LMC134.8.48	LMC531.30.4550	-99.99	
OGLE-LMC-CEP-0177	F	04:50:56.40	-69:12:51.0	15.031	15.844	0.813	4.2764188	0.0000060	6002.03301	0.488	0.415	4.598	0.209	2.951	-99.99	LMC135.6.3490	LMC531.22.4835	-99.99	
OGLE-LMC-CEP-0178	12	04:50:58.50	-70:09:09.8	16.788	17.380	0.592	0.7226737	0.0000010	6000.16507	0.208	0.207	3.480	0.102	1.446	-99.99	LMC137.5.12281	LMC530.29.115	-99.99	
OGLE-LMC-CEP-0179	F	04:51:01.40	-69:36:07.9	15.731	16.511	0.780	2.6151686	0.0000036	6002.48959	0.483	0.432	4.454	0.228	2.639	-99.99	LMC136.5.13058	LMC531.13.17	DV7	
OGLE-LMC-CEP-0180	F	04:51:02.49	-69:54:49.4	16.892	17.598	0.706	1.0372144	0.0000013	6000.36668	0.364	0.391	3.845	0.195	1.588	-99.99	LMC136.7.13873	LMC531.05.122	-99.99	
OGLE-LMC-CEP-0181	F	04:51:04.91	-67:21:51.0	15.209	15.961	0.752	3.7039359	0.0000100	6003.58797	0.320	0.379	4.639	0.146	3.136	-99.99	LMC139.3.8605	LMC533.06.14235	-99.99	
OGLE-LMC-CEP-0182	1	04:51:05.25	-66:50:58.3	16.533	17.204	0.671	1.0457823	0.0000051	6000.98086	0.171	0.224	3.774	0.056	1.261	-99.99	LMC138.3.98	LMC533.14.18005	-99.99	
OGLE-LMC-CEP-0183	12	04:51:07.15	-70:40:05.4	16.735	17.422	0.687	0.8934836	0.0000033	6000.26825	0.194	0.233	3.864	0.076	2.220	-99.99	LMC137.8.9427	LMC530.12.4268	-99.99	
OGLE-LMC-CEP-0184	1	04:51:07.48	-68:50:25.5	15.891	16.695	0.804	1.7935883	0.0000063	6001.66705	0.142	0.106	4.940	0.030	4.292	-99.99	LMC134.8.18274	LMC531.30.4616	-99.99	
OGLE-LMC-CEP-0185	1	04:51:08.07	-69:18:35.2	18.193	18.749	0.556	0.2931891	0.0000005	6000.20526	0.285	0.137	3.359	0.057	6.098	-99.99	LMC135.7.21432	LMC531.13.17747	-99.99	
OGLE-LMC-CEP-0186	F	04:51:09.62	-69:08:23.1	15.138	16.152	1.014	5.3792477	0.0000168	6001.68591	0.355	0.378	4.948	0.116	3.668	-99.99	LMC135.6.18061	LMC531.22.9908	-99.99	
OGLE-LMC-CEP-0187	1	04:51:12.33	-67:15:20.6	14.124	14.739	0.615	4.8418441	0.0000420	6004.49715	0.092	0.111	4.698	0.000	-99.99	-99.99	LMC139.4.7622	LMC533.06.17060	-99.99	
OGLE-LMC-CEP-0188	F	04:51:12.68	-68:44:16.8	16.318	17.024	0.706	1.6484262	0.0000016	6001.02491	0.404	0.437	4.285	0.239	2.373	-99.99	LMC134.7.110	LMC531.30.16199	-99.99	
OGLE-LMC-CEP-0189	F	04:51:15.58	-69:05:17.2	14.765	15.684	0.919	5.9198864	0.0000137	6002.58829	0.568	0.449	4.805	0.187	3.207	-99.99	LMC135.5.3831	LMC531.22.9904	HV12473	
OGLE-LMC-CEP-0190	1	04:51:15.60	-70:13:52.0	15.302	-99.99	-99.99	1.9127457	0.0000033	6000.20434	0.263	0.186	4.611	0.031	3.337	-99.99	LMC137.5.12008	LMC530.21.3743D	-99.99	
OGLE-LMC-CEP-0191	F	04:51:17.96	-69:45:44.7	15.327	16.034	0.707	3.3540102	0.0000089	6002.70736	0.658	0.455	4.476	0.269	2.724	-99.99	LMC136.6.15117	LMC531.05.10848	DV266	
OGLE-LMC-CEP-0192	1	04:51:19.24	-66:50:52.0	18.212	18.768	0.556	0.2995692	0.0000012	6000.29695	0.144	0.187	1.207	0.000	-99.99	-99.99	LMC138.3.7464	LMC533.14.18137	-99.99	
OGLE-LMC-CEP-0193	1	04:51:20.35	-68:18:12.8	15.726	16.368	0.642	1.6916737	0.0000053	6000.69164	0.201	0.139	4.708	0.000	-99.99	-99.99	LMC140.1.12862	LMC532.13.22188	-99.99	
OGLE-LMC-CEP-0194	F	04:51:22.23	-70:35:31.8	15.473	16.230	0.757	3.1455578	0.0000080	6001.51097	0.365	0.363	4.511	0.159	2.725	-99.99	LMC137.8.9206	LMC530.12.6741	-99.99	
OGLE-LMC-CEP-0195	1	04:51:23.10	-70:38:00.0	14.288	14.994	0.706	4.7535223	0.0000287	6003.72719	0.251	0.205	4.417	0.091	2.219	-99.99	LMC137.8.9161	LMC530.12.4220	HV12409	
OGLE-LMC-CEP-0196	F	04:51:24.14	-66:57:33.9	15.931	16.683	0.752	2.2983774	0.0000030	6000.45991	0.635	0.472	4.284	0.258	2.417	-99.99	LMC138.2.8242	LMC533.14.15971	-99.99	
OGLE-LMC-CEP-0197	F	04:51:24.38	-68:36:46.1	15.679	16.400	0.721	2.6181371	0.0000027	6001.65223	0.481	0.481	4.485	0.261	2.788	-99.99	LMC134.6.3307	LMC532.05.24792	-99.99	
OGLE-LMC-CEP-0198	F	04:51:25.93	-69:33:11.6	15.928	16.604	0.676	2.0349701	0.0000023	6001.90819	0.618	0.463	4.252	0.269	2.395	-99.99	LMC136.5.13090	LMC531.13.61	DV9	
OGLE-LMC-CEP-0199	F	04:51:27.76	-69:29:22.0	15.134	15.949	0.815	4.2997888	0.0000165	6003.08910	0.509	0.436	4.706	0.215	3.185	-99.99	LMC135.8.6381	LMC531.13.4663	-99.99	
OGLE-LMC-CEP-0200	F1	04:51:31.30	-67:48:45.0	16.054	16.654	0.600	1.8961219	0.0000134	6001.37344	0.111	0.131	4.372	0.027	3.777	-99.99	LMC133.5.103	LMC532.22.28647	-99.99	
OGLE-LMC-CEP-0201	F	04:51:31.77	-68:13:32.9	15.689	16.450	0.761	2.5705997	0.0000039	6000.33968	0.401	0.437	4.446	0.207	2.688	-99.99	LMC133.8.41	LMC532.13.22187	-99.99	
OGLE-LMC-CEP-0202	1	04:51:37.49	-68:18:02.9	15.959	16.667	0.708	1.4906830	0.0000041	6001.11901	0.150	0.153	4.348	0.030	1.526	-99.99	LMC133.8.129	LMC532.13.22191	-99.99	
OGLE-LMC-CEP-0203	1	04:51:37.98	-68:27:21.2	15.971	16.608	0.637	1.5046741	0.0000037	6000.83970	0.216	0.174	4.713	0.035	3.349	-99.99	LMC134.5.3024	LMC532.05.35343	-99.99	
OGLE-LMC-CEP-0204	1	04:51:38.17	-69:33:11.2	15.991	16.645	0.654	1.3528877	0.0000021	6000.23363	0.269	0.189	4.308	0.056	2.479	-99.99	LMC136.5.13113	LMC531.12.24856	-99.99	
OGLE-LMC-CEP-0205	F	04:51:42.56	-69:36:30.6	15.880	-99.99	-99.99	2.6424119	0.0000218	6000.42942	0.406	0.441	4.516	0.215	2.761	-99.99	LMC136.5.13118	LMC531.12.325D	-99.99	
OGLE-LMC-CEP-0206	F	04:51:45.34	-66:47:29.5	15.303	15.985	0.682	3.2728111	0.0000071	6003.11542	0.508	0.465	4.550	0.244	2.773	-99.99	LMC138.3.7136	LMC533.23.9262	HV12733	
OGLE-LMC-CEP-0207	12	04:51:47.75	-67:55:56.2	16.374	16.916	0.542	0.9987944	0.0000038	6000.86860	0.207	0.137	-99.99	0.230	-99.99	-99.99	LMC133.6.101	LMC532.22.20645	-99.99	
OGLE-LMC-CEP-0208	1	04:51:47.93	-69:29:25.3	15.412	16.117	0.705	2.0359201	0.0000046	6000.78387	0.242	0.153	4.486	0.018	2.550	-99.99	LMC135.8.6415	LMC531.12.30164	-99.99	
OGLE-LMC-CEP-0209	F	04:51:52.67	-69:05:48.9	15.451	16.193	0.742	3.1227846	0.0000059	6001.70670	0.286	0.332	4.481	0.123	2.743	-99.99	LMC135.5.7598	LMC531.21.33480	-99.99	
OGLE-LMC-CEP-0210	F	04:51:55.36	-68:40:13.7	14.898	15.773	0.875	4.7872336	0.0000220	6001.98469	0.168	0.225	4.666	0.038	3.301	-99.99	LMC134.7.20652	LMC532.05.19651	-99.99	
OGLE-LMC-CEP-0211	F	04:51:56.12	-69:20:36.8	15.792	16.431	0.639	2.0977485	0.0000017	6000.23207	0.653	0.459	4.210	0.253	2.235	-99.99	LMC135.7.7717	LMC531.12.43242	-99.99	
OGLE-LMC-CEP-0212	F	04:51:59.93	-68:53:27.0	13.914	14.854	0.940	12.3265060	0.0000805	6008.95940	0.548	0.167	5.108	0.114	2.191	-99.99	LMC134.8.4136	LMC531.29.29724	HV12475	
OGLE-LMC-CEP-0213	F	04:52:00.78	-67:39:49.0	16.297	16.873	0.576	1.6504667	0.0000007	6001.41458	0.710	0.495	4.216	0.368	2.254	-99.99	LMC139.1.9495	LMC532.30.17658	-99.99	
OGLE-LMC-CEP-0214	F	04:52:04.03	-68:25:18.3	15.850	16.578	0.728	2.4240208	0.0000079	6001.02330	0.191	0.243	4.406	0.066	2.576	-99.99	LMC134.5.18715	LMC532.05.35360	-99.99	
OGLE-LMC-CEP-0215	F	04:52:05.56	-69:15:20.1	15.987	16.817	0.830	2.5452257	0.0000060	6001.24950	0.340	0.417	4.476	0.178	2.761	-99.99	LMC135.7.24781	LMC531.21.23424	-99.99	
OGLE-LMC-CEP-0216	F	04:52:05.58	-69:23:26.9	15.351	16.080	0.729	3.3986626	0.0000036	6001.88374	0.592	0.457	4.501	0.261	2.815	-99.99	LMC135.7.7728	LMC531.12.36486	HV12961	
OGLE-LMC-CEP-0217	F	04:52:06.15	-69:46:09.2	15.708	16.494	0.786	3.0408565	0.0000034	6000.63898	0.627	0.476	4.580	0.286	2.876	-99.99	LMC136.6.15316	LMC531.04.31780	DV15	
OGLE-LMC-CEP-0218	F	04:52:07.70	-69:36:50.9	14.366	-99.99	-99.99	8.6221264	0.0006334	6006.05359	0.279	0.257	5.990	0.084	4.858	-99.99	LMC136.5.12953	LMC531.12.301D	-99.99	
OGLE-LMC-CEP-0219	12	04:52:09.49	-69:04:34.1	16.672	17.396	0.724	0.9431479	0.0000017	6000.19612	0.228	0.225	3.991	0.081	1.965	-99.99	LMC135.5.7679	LMC531.21.33542	-99.99	
OGLE-LMC-CEP-0220	1	04:52:11.96	-68:43:41.8	15.505	16.219	0.714	1.8775537	0.0000076	6000.58818	0.159	0.111	4.698	0.000	-99.99	-99.99	LMC134.7.24771	LMC531.29.42394	-99.99	
OGLE-LMC-CEP-0221	1	04:52:12.52	-69:25:27.8	15.496	16.250	0.754	2.2164582	0.0000074	6000.13676	0.247	0.110	4.789	0.028	4.583	-99.99	LMC135.8.21876	LMC531.12.36471	-99.99	
OGLE-LMC-CEP-0222	F	04:52:13.34	-68:51:23.7	15.623	16.335	0.712	2.6968757	0.0000028	6000.40186	0.528	0.442	4.431	0.234	2.660	-99.99	LMC134.8.26520	LMC531.29.29751	-99.99	
OGLE-LMC-CEP-0223	F	04:52:13.34	-69:52:02.0	14.292	15.150	0.858	8.2392025	0.0000360	6004.65218	0.425	0.253	5.692	0.169	4.732	-99.99	LMC136.7.13650	LMC531.04.22156	DV17	
OGLE-LMC-CEP-0224	F	04:52:13.93	-69:00:42.2	14.455	15.492	1.037	3.7796319	0.0000129	6001.70216	0.214	0.415	4.582	0.195	2.906	-99.99	LMC135.5.23296	LMC531.21.39164	-99.99	
OGLE-LMC-CEP-0225	F	04:52:14.63	-66:35:32.3	14.844	15.572	0.728	4.4325622	0.0000061	6003.69037	0.584	0.472	4.661	0.244	3.114	-99.99	LMC138.4.7011	LMC533.23.7305	-99.99	
OGLE-LMC-CEP-0226	F	04:52:15.35	-68:49:44.9	15.597	16.313	0.716	2.6092305	0.0000035	6002.32096	0.603	0.483	4.403	0.265	2.562	-99.99	LMC134.8.26522	LMC531.29.36039	-99.99	
OGLE-LMC-CEP-0227	F	04:52:15.69	-70:14:31.3	14.408	15.291	0.883	3.7970782	0.0000114	6001.24962	0.300	0.485	4.525	0.276	2.803	-99.99	LMC137.4.20	LMC530.20.22842	-99.99	Cepheid in an eclipsing binary system (P_ecl = 309.67 d)
OGLE-LMC-CEP-0228	12	04:52:18.21	-68:18:46.2	17.850	18.410	0.560	0.3656841	0.0000006	6000.29663	0.196	0.164	2.267	0.119	6.124	-99.99	LMC133.8.1319	LMC532.13.416	-99.99	
OGLE-LMC-CEP-0229	F	04:52:19.44	-69:23:01.4	15.201	16.044	0.843	4.5634595	0.0000117	6003.17640	0.634	0.462	4.541	0.248	2.849	-99.99	LMC135.7.12377	LMC531.12.36490	HV12485	
OGLE-LMC-CEP-0230	F	04:52:19.86	-69:05:29.1	15.184	15.926	0.742	3.6908117	0.0000044	6001.71612	0.584	0.454	4.568	0.249	2.916	-99.99	LMC135.5.11494	LMC531.21.33481	-99.99	
OGLE-LMC-CEP-0231	1	04:52:23.99	-69:21:20.4	14.584	15.523	0.939	1.8994168	0.0000110	6000.07075	0.092	0.123	4.447	0.000	-99.99	-99.99	LMC135.7.12383	LMC531.12.43178	-99.99	
OGLE-LMC-CEP-0232	1	04:52:24.63	-69:20:52.8	18.159	18.735	0.576	0.3012301	0.0000017	6000.19436	0.083	0.156	2.113	0.000	-99.99	-99.99	LMC135.7.12854	LMC531.12.19200	-99.99	
OGLE-LMC-CEP-0233	1	04:52:24.77	-70:37:33.1	15.653	16.453	0.800	2.0848261	0.0000093	6000.89247	0.178	0.125	4.657	0.000	-99.99	-99.99	LMC137.1.95	LMC530.11.14167	-99.99	
OGLE-LMC-CEP-0234	12	04:52:26.36	-68:21:42.5	16.350	17.014	0.664	1.1327488	0.0000043	6001.07813	0.194	0.207	4.293	0.071	1.957	-99.99	LMC133.8.198	LMC532.13.33	-99.99	
OGLE-LMC-CEP-0235	F	04:52:26.65	-69:10:10.9	15.143	15.983	0.840	4.7622517	0.0000231	6001.92019	0.224	0.282	4.866	0.060	3.506	-99.99	LMC135.6.25735	LMC531.21.5621	-99.99	
OGLE-LMC-CEP-0236	F	04:52:27.37	-69:30:54.8	15.640	16.526	0.886	3.2965051	0.0000078	6001.06922	0.315	0.365	4.607	0.144	2.945	-99.99	LMC135.8.10266	LMC531.12.5479	DV14	
OGLE-LMC-CEP-0237	F	04:52:27.78	-66:46:09.6	15.330	16.026	0.696	3.2226656	0.0000052	6003.10920	0.457	0.470	4.586	0.269	2.878	-99.99	LMC138.3.7162	LMC533.23.2191	HV12444	
